start_time_user,date_user,deviceid,starttime_auto,starttime_calculated,date_time,country,local_currency,currency_label,RegionID,VaccID,priority_backup,HouseholdID,FarmerLocation,farmer_location,farmer_location_new,FarmerCat1,Categorisation,HerdSizeCat,herd_size_cat,herd_size_cat_new,ItmStartYear,itm_start_year,ItmStartYearNew,ItmLastYearNumber,itm_last_year_number,ItmLastYearNumberNew,HerdMobileYN,herd_mobile,HerdMobileYnNew,CroppingYN,cropping_yn,cropping_yn_new,NoteUpdateBackInfo,agreement,participation,respondentsex,respondent_is_head,household_position,household_type,work_away,age_malehead,age_femalehead,education_level,children_under_4,children_4to10,males11to24,females11to24,males25to50,females25to50,malesover50,femalesover50,generated_note_name_101,land_tenure,landowned_crop,landowned_grass_enclosed,landowned_grass_open,unitland_owned,land_ownership,areaunits_other_own,landrentin,unitland_rentin,landrentout,unitland_rentout,areaunits_other_rent,landcultivated,unitland,areaunits_other,Farm_labour,land_slope,homegarden,pasture_grazing,pastureland_controldry,pastureland_controlown_when,pastureland_commonland_when,pastureland_awayland_when,generated_note_name_138,livestock_owners,livestock,livestock_count,livestock_other1,livestock_other2,livestock_other3,livestock_stabled,livestock_repeat_count,livestock_notimportant,livestock_notimp_otherpoultry_name,livestock_notimp_other1_name,livestock_notimp_other2_name,livestock_notimp_other3_name,livestock_notimp_cattle,livestock_notimp_sheep,livestock_notimp_goats,livestock_notimp_pigs,livestock_notimp_chicken_poultry,livestock_notimp_rabbits,livestock_notimp_donkeys,livestock_notimp_fish,livestock_notimp_beehives,livestock_notimp_other1,livestock_notimp_other2,livestock_notimp_other3,dairy_products_yn,dairy_products,dairy_products_other,cheese_amount,cheese_units,cheese_time_units,cheese_amount_units_other,cheese_amount_time_units_other,cheese_use,cheese_consumed_amount,cheese_sell_amount,cheese_sold_income,cheese_sold_price_timeunits,butter_amount,butter_units,butter_time_units,butter_amount_units_other,butter_amount_time_units_other,butter_use,butter_consumed_amount,butter_sell_amount,butter_sold_income,butter_sold_price_timeunits,other_dairy_amount,other_dairy_units,other_dairy_time_units,other_dairy_amount_units_other,other_dairy_amount_time_units_other,other_dairy_use,other_dairy_consumed_amount,other_dairy_sell_amount,other_dairy_sold_income,other_dairy_sold_price_timeunits,dairy_products_who_sells,dairy_products_who_control_eating,wool_collect,wool_use,wool_consumed_amount,wool_sell_amount,wool_sold_income,livestock_wool_who_sells,skins_collect,skins_use,skins_consumed_amount,skins_sell_amount,skins_sold_income,livestock_skins_who_sells,rental_collect,rent_out_animals_which,rental_sold_income,livestock_rental_who_sells,livestock_manure,livestock_manure_soil,livestock_manure_store_pile,livestock_manure_store_enclosed,livestock_manure_biodigester,livestock_manure_fuel,livestock_manure_sell,livestock_manure_dispose,generated_note_name_636,grow_crops,generated_note_name_642,crops,crop_count,crops_other1,crops_other2,crops_other3,crops_notimportant,farm_planning_who,veg_count,fruit_count,fodder_count,crop_repeat_count,use_fertilisers,fertiliser_crops,fertiliser_amount,fertiliser_units,fertiliser_type,fertiliser_units_other,fertiliser_type_other,use_manure_compost,manure_compost_crops,land_irrigated,Irrigation_crops,Irrigation_months,manage_trees,tree_uses,tree_uses_other,use_legumes_fertility,agroforestry,generated_note_name_750,gather_wildfoods,wildfoods,wildfood_collect_when,wildfood_importance,wildfood_amount,generated_note_name_764,foodshortagetime,foodshortagetime_months_which,food_worst_month,food_best_month,generated_note_name_773,generated_note_name_774,HFIAS_9,HFIAS_8,HFIAS_7,HFIAS_6,HFIAS_5,HFIAS_4,HFIAS_3,HFIAS_2,HFIAS_1,generated_note_name_787,generated_note_name_788,Grains_roots_tubers,GrainsRootsTubers_good_season,GrainsRootsTubers_bad_season,GrainsRootsTubers_last_month,GrainsRootsTubers_ind24h,GrainsRootsTubers_source,GrainsRootsTubers_source_good,GrainsRootsTubers_source_bad,GrainsRootsTubers_source_last_month,Legumes,Legumes_good_season,Legumes_bad_season,Legumes_last_month,Legumes_ind24h,Legumes_source,Legumes_source_good,Legumes_source_bad,Legumes_source_last_month,Nuts_Seeds,Nuts_Seeds_good_season,Nuts_Seeds_bad_season,Nuts_Seeds_last_month,Nuts_Seeds_ind24h,Nuts_Seeds_source,Nuts_Seeds_source_good,Nuts_Seeds_source_bad,Nuts_Seeds_source_last_month,Veg_Leafy,Veg_Leafy_good_season,Veg_Leafy_bad_season,Veg_Leafy_last_month,Veg_Leafy_ind24h,Veg_Leafy_source,Veg_Leafy_source_good,Veg_Leafy_source_bad,Veg_Leafy_source_last_month,VitA_Veg_Fruit,VitA_Veg_Fruit_good_season,VitA_Veg_Fruit_bad_season,VitA_Veg_Fruit_last_month,VitA_Veg_Fruit_ind24h,VitA_Veg_Fruit_source,VitA_Veg_Fruit_source_good,VitA_Veg_Fruit_source_bad,VitA_Veg_Fruit_source_last_month,Vegetables,Vegetables_good_season,Vegetables_bad_season,Vegetables_last_month,Vegetables_ind24h,Vegetables_source,Vegetables_source_good,Vegetables_source_bad,Vegetables_source_last_month,Fruits,Fruits_good_season,Fruits_bad_season,Fruits_last_month,Fruits_ind24h,Fruits_source,Fruits_source_good,Fruits_source_bad,Fruits_source_last_month,Meat,Meat_good_season,Meat_bad_season,Meat_last_month,Meat_ind24h,Meat_source,Meat_source_good,Meat_source_bad,Meat_source_last_month,Eggs,Eggs_good_season,Eggs_bad_season,Eggs_last_month,Eggs_ind24h,Eggs_source,Eggs_source_good,Eggs_source_bad,Eggs_source_last_month,Milk_Dairy,Milk_Dairy_good_season,Milk_Dairy_bad_season,Milk_Dairy_last_month,Milk_Dairy_ind24h,Milk_Dairy_source,Milk_Dairy_source_good,Milk_Dairy_source_bad,Milk_Dairy_source_last_month,generated_note_name_913,aidreceived,giftsreceived,aidtypes,aid_other,aid_food_amount,gifttypes,gift_other,gift_food_amount,generated_note_name_936,offfarm_incomes_any,offfarm_incomes,offfarm_incomes_count,offfarm_incomes_other,offfarm_income_repeat_count,offfarm_income_proportion,spending_Off_farm_income,spending_On_farm_income,generated_note_name_976,PPI_1,PPI_2,PPI_3,PPI_4,PPI_5,PPI_6,PPI_7,PPI_8,PPI_9,PPI_10,generated_note_name_992,respondent_comments,GPS_latitude,GPS_longitude,_GPS_altitude,_GPS_precision,Additional_respondents,quality_rapport,quality_reliability,end_time_user,endtime_auto,endtime_calculated,notes,instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index,_tags,_notes,_version,RegionName,DistrictID,DistrictName,FarmerGender,FarmerDistrict,FarmerItmYearStart,FarmerItmNumberLastYear,FarmerHerdMobileYn,FarmerCroppingYn,FarmerCatCode,FarmerCat,cattle_tlu,goat_tlu,sheep_tlu,pig_tlu,poultry_tlu,rabbit_tlu,equine_tlu,tot_tlu,milksellshr,prodsysmlk,ItmYearFirst,ItmYearLast,FarmerItmStat,VaccFrmrItmCnt,VaccItmStat,FarmerCatComb
09:44:00.000+03,7/31/17,357947074449837,2017-08-14T08:45:59.676+03,11:13:22,201711221014.0,Tanzania,000_TZS,'000 TZS,11,2017,1,3136703,SIMANJIRO,,,"pastoralist_non-itm, inactive vaccinator",,1 to 5,,,,,,0,,,Y,,,Y,,,,,Y,M,Y,family_other,couple,none,40.0,36.0,primary,1,0,1,0,0,1,1,0,,own_land rent_in_land,5.0,0.0,0.0,acres,Male Female,,,,,,,6.0,acres,,Household Hire_labour,flat,N,no_grazing,N,,,,,Y,cattle,1,,,,Y,1,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,N,,,,store_pile,,,,,,,,,Y,,maize,4.0,,,,,Male Female,2.0,4.0,0.0,3.0,N,,,,,,,Y,maize,N,,,Y,Fuel,,No_crop_only,N,,N,,,,,,N,,,mar,,,never,never,never,never,,never,monthly,never,never,,,,daily,daily,daily,Y,,on-farm,bought,on-farm,,,,monthly,Y,,on-farm,,,,,,never,Y,,,bought,bought,,daily,monthly,daily,N,,,,bought,,,weekly,monthly,N,,,,,,,,daily,Y,,bought,,,,daily,never,daily,N,,on-farm,,on-farm bought Free,,,,weekly,Y,,,,,,monthly,,daily,N,,,,on-farm,,,,,N,,on-farm,,on-farm,,Y,N,,,,,,,,N,,1.0,,,Little,food possessions invest_farm invest_people,food possessions invest_farm invest_people,,28,0,13,6,0,15,4,4.0,4.0,12,,,-3.4,31.4,1213,4.5509996,1,medium,4,,2017-08-20T18:01:02.739+03,14:21:32,,uuid:69f149a2-0b5c-4180-92e1-3a37de2a5970,445514,a86425be-d312-4680-ad86-f69b32367ef3,2017-08-27T15:53:28,261,,-1,,,20170722,Arusha,,Songea Urban,M,SIMANJIRO,2009.0,0,Y,Y,5,pastoralist_non-itm_active,0.68173162,0.0,0.0,0.0,0.790569415,0.0,0.0,7.389536794,Most,dairy,0,2016,long-term,6,inactive,2
09:37:00.000+03,8/24/17,357947074464364,2017-11-24T13:15:21.649+03,09:52:06,201709071226.0,Tanzania,000_TZS,'000 TZS,13,3128,1,2073109,Kilolo,,,,,50 plus,,,2017.0,,,1,,,Y,,,N,,,Dairy ITM just starting,,Y,M,Y,,couple,none,43.0,50.0,primary,1,3,2,0,12,5,1,1,,own_land,8.0,0.0,0.0,acres,Male Female,,,,,,,10.75,acres,,Household,flat,N,no_grazing,,,,,,Y,cattle,1,,,,N,1,goats donkeys_horses other1,,🐕,,,,18.0,,,,,,,,,30.0,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other_family_female,,,,,,,N,,,,,,N,,,,soil_direct,,,,,,,,,Y,,maize,1.0,,,,mango cassava,Male Female,0.0,1.0,1.0,1.0,N,,900.0,,,,,Y,,,,,N,,,No_crop_only,N,,Y,,,,,,N,,,jul,,,never,never,never,never,never,never,never,,never,,,,,,daily,Y,,,on-farm bought,,,,,,N,,bought,,on-farm,,,never,never,Y,,,,bought,,,,,Y,,,,bought,,monthly,,,Y,,,,,,,,,Y,,bought,,bought,,weekly,,daily,N,,,,,,monthly,,weekly,N,,,,on-farm bought,,,,never,N,,,,,,,,daily,Y,,,,on-farm bought,,N,N,,,,,,,,N,gov_institution,,,,UnderHalf,,possessions invest_farm invest_people,,5,3,0,6,0,15,4,4.0,4.0,12,,"We need more education on livestock production, Pastures are not enough. Animals has low price we do not benefit we need good market for animals",-3.4,33.6,114,4.5509996,1,easy,4,12:30:00.000+03,2017-11-29T20:26:20.889+03,10:11:22,,uuid:c51e7016-00f3-4223-862b-0c51d2ad2b17,297104,4ebf0606-2913-48ee-86a2-979fbde7b2d2,2017-09-12T21:20:34,923,,-1,,,20170722,Kagera,78.0,Kilolo,M,Monduli,2016.0,35,N,Y,1,dairy_long-term,2.715541753,7.747641757,0.0,10.46744147,0.0,0.0,0.0,28.10293558,All,dairy,2013,0,inactive,12,active,7
11:39:00.000+03,8/16/17,357947074449894,2017-12-04T12:04:00.017+03,13:33:59,201708191124.0,Tanzania,000_TZS,'000 TZS,24,3253,2,3144204,Ileje,,,,,50 plus,,,2016.0,,,0,,,N,,,Y,,,,,Y,M,N,,couple,none,55.0,46.0,secondary,1,2,0,1,0,1,1,0,,own_land,30.0,0.0,0.0,acres,,,,,,,,100.0,acres,,Hire_labour,flat,N,no_grazing,N,,,,,Y,cattle,1,,,,Y,3,chicken_poultry,,,,,,11.0,75.0,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,,,N,sell,,,,,N,,,,soil_direct store_enclosed,,,,,,,,,Y,,maize rice ground_nut,1.0,,,,,Male Female,2.0,0.0,3.0,1.0,N,,,,,,,,maize beans ground_nut cacao banana,,,,N,,,No_dont_grow,,,Y,,,,Little,,N,,,jul,,,never,never,never,never,never,,monthly,never,,,,,,,daily,Y,,,,on-farm,,,,,N,,on-farm,,,,,,,N,,,,on-farm bought,,,weekly,,Y,,,bought,bought,,,,weekly,Y,,bought,,on-farm,,,never,,Y,,,on-farm,,,,,never,N,,on-farm bought Free,on-farm,on-farm bought,,,,daily,Y,,,,on-farm bought,,monthly,monthly,weekly,N,,,,on-farm,,,,daily,Y,,,,,,N,N,,,,,,,,N,ownbusiness,,,,UnderHalf,,possessions invest_farm invest_people,,14,0,13,6,9,15,4,4.0,4.0,12,,"Vaccine is more expensive we can not afford, government should help the farmers to get with low price. More education.",-6.4,31.6,1083,4.5509996,1,medium,3,,2017-09-06T21:34:29.879+03,19:09:01,,uuid:8641e3a6-44fc-42a5-a2bb-50d25cb3ee3d,297044,3cb65cf9-b915-494a-9cac-3daf82fe225f,2017-08-20T15:06:08,952,,-1,,,20170722,Mwanza,69.0,Kwimba,F,KAGERA,2013.0,0,N,Y,1,"pastoralist_non-itm, active vaccinator",3.68173162,14.88362758,0.0,0.0,0.063245553,0.0,0.0,164.4601069,Most,dairy,2016,2016,inactive,3,active,1
07:38:00.000+03,7/25/17,357947074450462,2017-11-22T09:36:08.577+03,11:49:30,201711251116.0,Tanzania,000_TZS,'000 TZS,6,2062,1,2005504,Songea,,,,,1 to 5,,herd_6_20,2016.0,,,0,,,Y,,,Y,,,,,Y,F,Y,,couple,man_works_away,54.0,48.0,primary,1,2,3,1,0,0,0,0,,own_land,,0.0,0.04,acres,Male,,,,,,,0.0,acres,,Household Reciprocal Hire_labour,flat,Y,others_land_close,N,,,,,Y,cattle,3,,,,Y,1,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,use sell,,,,,,,,,,,,,,,,Male Female,,,,,,,N,use,,,,,N,,,,store_enclosed,,,,,,,,,N,,maize rice,1.0,,,,,Male,3.0,0.0,0.0,1.0,Y,,,,,,,Y,,N,,,N,Food,,No_dont_grow,N,,Y,,,regular,,,N,,,,,,never,never,never,never,never,never,never,never,,,,,daily,,daily,Y,,on-farm,,,,,daily,,N,,bought,,bought,,,,,N,,Free,bought,bought,,,,monthly,Y,,,,bought,,,,,Y,,,,on-farm,,daily,,,Y,,,,bought,,,never,,N,,,bought,on-farm bought Free,,,,daily,N,,,,on-farm bought,,,,weekly,Y,,Free,,on-farm,,daily,monthly,,Y,,on-farm,,bought,,N,N,,,,,,,,N,,1.0,,,,,food possessions invest_farm invest_people,,11,3,13,6,9,0,4,4.0,4.0,12,,,-5.4,34.3,1700,4.5509996,1,medium,5,,2017-12-06T06:39:22.243+03,18:19:59,,uuid:f4bea69a-6344-4f69-a089-2d5eaf335a81,305577,5ec57a4f-4e04-4c44-8091-8da516d54c69,2017-08-02T20:44:00,120,,-1,,,20170722,Manyara,85.0,Simanjiro,M,Ngorongoro,,0,Y,Y,5,dairy_long-term,80.34349655,0.0,0.0,0.0,0.632455532,0.0,0.0,53.26074264,Half,dairy,2014,2017,inactive,2,active,4
,11/27/17,357947074465031,2017-08-26T09:16:16.963+03,13:14:50,201711221228.0,Tanzania,000_TZS,'000 TZS,5,3220,1,3109807,Tabora Urban,,,"dairy_non-itm, inactive vaccinator",,50 plus,,,2015.0,,,0,,,Y,,,Y,,,,,Y,M,Y,,couple,none,69.0,58.0,primary,1,2,3,1,0,1,1,0,,own_land,200.0,0.0,0.25,acres,Male,,,,,,,10.0,acres,,Household Hire_labour,slope,Y,no_grazing,N,,,,,Y,cattle,1,,,,Y,1,chicken_poultry,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,N,,,,store_enclosed,,,,,,,,,Y,,coffee banana,,,,,,Male,1.0,2.0,0.0,4.0,N,,,,,,,Y,,N,,,N,,,No_dont_grow,N,,N,,,,,,N,,mar,mar,,,never,monthly,never,never,never,never,,,,,,,,,daily,Y,,,,on-farm,,,weekly,weekly,Y,,,on-farm bought,bought,,,,never,N,,,,,,daily,,daily,Y,,,,bought,,daily,never,never,N,,,,bought,,,daily,monthly,Y,,,,,,,,monthly,Y,,,,bought,,,,weekly,,,,bought,on-farm bought,,,,weekly,N,,,bought,on-farm,,,,,Y,,,,on-farm,,N,N,,,,,,,,N,ownbusiness,,,1.0,,,food possessions invest_farm invest_people,,0,3,0,6,0,15,4,4.0,4.0,12,,,-8.0,33.2,1268,4.5509996,2,medium,3,16:41:00.000+03,2017-12-03T14:45:05.148+03,10:08:16,"Farmer experience the signs of ECF but not responding well to vaccination, still organising with fellows",uuid:501ff83a-812f-41fd-9080-a22172f59b10,459927,71995e23-ffb1-4500-8c06-4e7138f44bde,2017-08-20T15:20:32,438,,-1,,,20170722,Mbeya,165.0,Songea Urban,M,KAGERA,2012.0,1,N,Y,8,dairy_long-term,93.45488099,36.69935569,0.0,0.0,1.8341210430000001,0.0,0.0,296.5584329,All,dairy,0,0,long-term,5,inactive,3
,11/21/17,357947074449688,2017-07-29T09:21:25.227+03,13:45:50,201711270928.0,Tanzania,000_TZS,'000 TZS,23,3224,1,2101315,,,,"dairy_non-itm, inactive vaccinator",,50 plus,,,0.0,,,1,,,N,,,Y,,,,,Y,M,Y,,couple,none,41.0,48.0,illiterate,1,4,1,0,0,1,0,0,,own_land,3.0,0.0,10.0,acres,Male Female,,,,,,,2.5,acres,,Hire_labour,flat slope,Y,no_grazing,N,,,,,Y,cattle,2,,,,Y,3,,,,,,,,,40.0,20.0,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,kg,day,,,,,,,,,Female,N,,,,,,N,,,,,,N,,,,store_pile,,,,,,,,,N,,maize,2.0,,,,,Male Female,2.0,,0.0,1.0,N,,,kg,,,,Y,,N,potato,,N,Food,,,N,,N,,,,,,N,,,,,,never,never,never,,never,never,never,never,never,,,,daily,monthly,daily,Y,,,,on-farm,,,,,Y,,,,bought,,,never,monthly,N,,,,bought,,,weekly,,Y,,,,on-farm bought,,,never,never,N,,,,,,daily,,daily,Y,,,,bought,,,,never,N,,,,bought,,weekly,,,N,,,,,,,monthly,weekly,Y,,,,Free,,,,daily,Y,,,,bought,,N,N,,,,,,,,N,,,,,All,,food possessions invest_people,,28,3,0,6,9,0,4,4.0,4.0,12,,,-2.4,39.0,1330,4.5509996,1,easy,3,10:55:00.000+03,2017-08-20T18:22:56.694+03,19:46:05,"He is active in itm, challenge sometimes vaccinators delays, because they normally awaits for large number of calves. Though sometimes farmer may have more than 40 calves but they don't come in time.",uuid:a661417e-0123-4c9f-8284-50d30c9468e3,297161,2374e30e-7e2d-4138-ac27-5b2b8731227d,2017-08-28T15:31:26,601,,-1,,,20170722,Manyara,9.0,Mbulu,M,Mbeya Urban,2016.0,0,N,Y,3,dairy_long-term,28.31624767,1.223311856,0.0,0.0,3.320391543,0.0,0.0,1.885437745,Most,dairy,2017,0,inactive,8,active,4
16:03:00.000+03,8/4/17,357947074465031,2017-11-22T10:27:53.499+03,12:24:38,20171125.0,Tanzania,000_TZS,'000 TZS,13,2014,2,2143903,,,,"dairy_non-itm, inactive vaccinator",,1 to 5,,,,,,0,,1.0,N,,,Y,,,,,Y,M,N,,couple,none,39.0,60.0,postsecondary,1,4,6,1,1,1,1,0,,own_land,8.0,0.0,0.0,acres,Male Female,,,,,,,1.5,acres,,Household,slope,N,no_grazing,,,,,,Y,cattle,1,,,,Y,1,,,,,,,63.0,300.0,,25.0,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,day,,,,,,,,,,,,,,,,N,,,,,,N,,,,,,,,,,,,,Y,,maize beans cassava banana,2.0,,,,millet cassava potato tomato,Male,2.0,3.0,,2.0,N,,,,Urea DAP NPK_171717,,,Y,maize beans,N,,,N,Fuel Timber,,Rotation,N,,N,,,,,,N,,jul,jul,,,never,never,never,never,never,never,never,never,never,,,,,,daily,Y,,,,bought,,,monthly,daily,Y,,on-farm,,bought,,,,monthly,N,,,,bought,,monthly,,never,Y,,,,bought,,,monthly,monthly,N,,bought,,bought,,,daily,daily,Y,,,,bought,,daily,,never,N,,,bought,on-farm bought,,monthly,,daily,N,,bought,,on-farm bought Free,,weekly,,weekly,N,,,,bought,,,,never,Y,,,,on-farm,,N,N,,,,,,,,N,,1.0,,,,,possessions invest_farm,,28,0,13,0,0,0,4,4.0,4.0,12,,,-6.4,35.3,1674,4.5509996,1,medium,4,13:19:00.000+03,2017-08-20T18:05:19.657+03,19:12:24,,uuid:5a1ccc35-85c6-47ea-98f9-f3f8df3a6fd8,333218,e13ddf9a-0106-4b0c-a85c-3a517ee5a18d,2017-08-14T18:21:14,172,,-1,,,20170722,Mbeya,135.0,Kilolo,M,KILOLO,2014.0,1,Y,Y,3,dairy_just-starting,4.869427665,0.0,0.0,0.0,0.158113883,0.0,0.0,3.0751744039999998,Most,dairy,2017,2017,long-term,4,active,4
13:03:00.000+03,8/21/17,357947074449894,2017-08-17T11:38:52.998+03,09:44:42,201709110932.0,Tanzania,000_TZS,'000 TZS,4,1055,1,3102804,Itilima,,Embret,"dairy_non-itm, inactive vaccinator",,6 to 20,,herd_21_50,,,,1,,,Y,,,Y,,,,,Y,M,Y,,woman_single,none,57.0,32.0,primary,2,3,1,2,3,1,1,0,,own_land rent_in_land,240.0,0.0,0.0,acres,Male,,,,,,,5.0,acres,,Household Reciprocal,flat slope,Y,no_grazing,N,,,,,Y,cattle chicken_poultry other1,1,,,,Y,2,chicken_poultry,,,,,,,17.0,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,N,,,,,,N,,,,,,N,,,,store_enclosed,,,,,,,,,Y,,maize,1.0,,,,,,1.0,1.0,0.0,3.0,N,,,,,,,Y,maize beans banana,N,,,Y,Food,,No_crop_only,N,,N,,,,,,N,,mar,jul,,,never,never,never,never,never,never,never,,never,,,,,,daily,Y,,,on-farm,on-farm,,daily,,weekly,Y,,bought,,on-farm bought,,,,never,N,,,,bought,,,,daily,Y,,,,bought,,weekly,,,N,,bought,,bought,,daily,,,Y,,,on-farm bought,bought,,,,,N,,,,,,,,daily,Y,,,bought,on-farm bought,,,,weekly,Y,,,,,,,,never,Y,,on-farm,,on-farm,,Y,N,,,,,,,,Y,,,,,,,food possessions invest_farm invest_people,,0,0,6,6,0,0,4,4.0,4.0,12,,,-3.3,31.5,1323,4.5509996,2,medium,3,11:13:00.000+03,2017-08-20T19:01:43.195+03,18:06:10,,uuid:df0772df-c0d6-4bff-8464-d8b941f5457e,447800,1a0c1ede-a296-43c2-a34a-e4b474883a2a,2017-09-13T10:16:45,940,,-1,,,20170722,Tabora,6.0,Bagamoyo,M,Longido,2017.0,1,N,Y,1,PLITM,40.05160122,0.0,2.650509022,0.0,0.063245553,0.0,0.0,1.980306075,Half,dairy,2016,2017,long-term,11,inactive,2
11:55:00.000+03,8/7/17,357947074465049,2017-09-06T08:52:33.926+03,10:59:11,201708081224.0,Tanzania,000_TZS,'000 TZS,13,3128,1,3067805,Arusha,,Kiteto mguli,,,50 plus,,herd_6_20,2017.0,,,4,,,N,,,N,,,,,Y,M,Y,,couple,man_works_away,44.0,45.0,secondary,1,2,3,3,0,1,1,0,,own_land communal_land,15.0,0.0,0.0,acres,Male Female,,,,,,,18.0,acres,,Household Hire_labour,flat,Y,own_land,,,,,,Y,cattle,2,,,,N,1,goats sheep,,🐕,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,N,,,Female_Youth_or_Child,,,,,,,,,,Y,,maize beans,1.0,,,,,Male,3.0,4.0,0.0,2.0,Y,,,kg,,,,Y,,N,,,N,Food,,,N,,N,,,,,,N,,,oct,,,never,monthly,monthly,never,never,daily,monthly,never,,,,,,daily,daily,Y,,on-farm,,,,,,daily,N,,,,,,,,,N,,,,bought,,,monthly,,N,,,,bought,,,,monthly,N,,,,on-farm bought,,,,weekly,Y,,,,,,,,,N,,,,bought,,,monthly,daily,Y,,,bought,on-farm bought,,,,,N,,,bought,on-farm,,,daily,daily,Y,,,,on-farm,,N,N,,,,,,,,Y,,,,,,food possessions invest_farm invest_people,food possessions invest_farm,,0,0,13,6,0,15,4,0.0,4.0,12,,,-2.7,34.8,1380,4.5509996,1,medium,4,,2017-08-22T08:43:55.114+03,18:19:25,,uuid:7139a53f-5627-4ad3-81f6-551e84d33f9a,329932,47b9f0ff-5a32-4758-8446-91d1426a1bba,2017-08-21T06:25:18,926,,-1,,,20170722,Manyara,72.0,Kilolo,M,Tabora Urban,0.0,0,N,Y,1,"dairy_non-itm, inactive vaccinator",3.252982213,3.26216495,0.0,0.0,0.632455532,0.0,0.0,23.960373999999998,Most,dairy,0,2017,long-term,4,inactive,4
,9/5/17,357947074449795,2017-08-18T12:56:39.904+03,11:36:44,201709090927.0,Tanzania,000_TZS,'000 TZS,1,2085,2,2074110,Karagwe,,,,,50 plus,,,0.0,,,31,,,N,,,Y,,,,,Y,M,Y,,couple,none,60.0,40.0,primary,10,1,4,1,2,1,1,0,,own_land communal_land,10.0,0.0,0.0,acres,,,,,,,,0.25,acres,,Household Hire_labour,flat slope,N,no_grazing,N,mar apr may aug sep oct nov,jan feb mar apr may jun jul aug sep,,,Y,cattle goats chicken_poultry,1,,,,Y,2,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,N,,,Female,dispose,,,,,,,,,Y,,maize beans,2.0,,,,,Male Female,2.0,1.0,0.0,2.0,N,,,,,,,Y,,N,,,N,Food Fuel,,Intercrop Rotation,,,N,,,not_important,,,N,jan sep oct nov,,jul,,,never,never,never,never,,,never,never,never,,,,,daily,,Y,,,bought,on-farm,,,,weekly,N,,,Free,bought,,,,weekly,Y,,,,bought,,,,daily,Y,,,,bought,,,never,never,N,,,,bought,,,,monthly,Y,,,,,,weekly,,monthly,N,,,,on-farm bought,,,,weekly,N,,,bought,bought,,,,never,Y,,,,on-farm,,,,,Y,,,,bought,,N,N,,,,,,,,N,,,,,,,food,,11,0,0,6,0,0,4,4.0,4.0,12,,,-3.9,32.1,1458,4.5509996,1,medium,3,15:39:00.000+03,2017-09-13T12:12:41.086+03,20:47:15,No Comment,uuid:2c6348fe-5376-4bdd-926b-f052c211bd65,447806,3fda9dd0-c2de-401f-89e6-b7ed8b3d1d1c,2017-08-14T17:31:29,250,,-1,,,20170722,Mbeya,135.0,Rorya,M,Longido,2001.0,69,N,Y,1,dairy_just-starting,12.67169704,0.0,0.0,0.0,0.632455532,0.0,0.0,36.93897214,UnderHalf,pstrl,2015,2016,inactive,8,active,1
