start_time_user,date_user,deviceid,starttime_auto,starttime_calculated,date_time,country,local_currency,currency_label,RegionID,VaccID,priority_backup,HouseholdID,FarmerLocation,farmer_location,farmer_location_new,FarmerCat1,Categorisation,HerdSizeCat,herd_size_cat,herd_size_cat_new,ItmStartYear,itm_start_year,ItmStartYearNew,ItmLastYearNumber,itm_last_year_number,ItmLastYearNumberNew,HerdMobileYN,herd_mobile,HerdMobileYnNew,CroppingYN,cropping_yn,cropping_yn_new,NoteUpdateBackInfo,agreement,participation,respondentsex,respondent_is_head,household_position,household_type,work_away,age_malehead,age_femalehead,education_level,children_under_4,children_4to10,males11to24,females11to24,males25to50,females25to50,malesover50,femalesover50,generated_note_name_101,land_tenure,landowned_crop,landowned_grass_enclosed,landowned_grass_open,unitland_owned,land_ownership,areaunits_other_own,landrentin,unitland_rentin,landrentout,unitland_rentout,areaunits_other_rent,landcultivated,unitland,areaunits_other,Farm_labour,land_slope,homegarden,pasture_grazing,pastureland_controldry,pastureland_controlown_when,pastureland_commonland_when,pastureland_awayland_when,generated_note_name_138,livestock_owners,livestock,livestock_count,livestock_other1,livestock_other2,livestock_other3,livestock_stabled,livestock_repeat_count,livestock_notimportant,livestock_notimp_otherpoultry_name,livestock_notimp_other1_name,livestock_notimp_other2_name,livestock_notimp_other3_name,livestock_notimp_cattle,livestock_notimp_sheep,livestock_notimp_goats,livestock_notimp_pigs,livestock_notimp_chicken_poultry,livestock_notimp_rabbits,livestock_notimp_donkeys,livestock_notimp_fish,livestock_notimp_beehives,livestock_notimp_other1,livestock_notimp_other2,livestock_notimp_other3,dairy_products_yn,dairy_products,dairy_products_other,cheese_amount,cheese_units,cheese_time_units,cheese_amount_units_other,cheese_amount_time_units_other,cheese_use,cheese_consumed_amount,cheese_sell_amount,cheese_sold_income,cheese_sold_price_timeunits,butter_amount,butter_units,butter_time_units,butter_amount_units_other,butter_amount_time_units_other,butter_use,butter_consumed_amount,butter_sell_amount,butter_sold_income,butter_sold_price_timeunits,other_dairy_amount,other_dairy_units,other_dairy_time_units,other_dairy_amount_units_other,other_dairy_amount_time_units_other,other_dairy_use,other_dairy_consumed_amount,other_dairy_sell_amount,other_dairy_sold_income,other_dairy_sold_price_timeunits,dairy_products_who_sells,dairy_products_who_control_eating,wool_collect,wool_use,wool_consumed_amount,wool_sell_amount,wool_sold_income,livestock_wool_who_sells,skins_collect,skins_use,skins_consumed_amount,skins_sell_amount,skins_sold_income,livestock_skins_who_sells,rental_collect,rent_out_animals_which,rental_sold_income,livestock_rental_who_sells,livestock_manure,livestock_manure_soil,livestock_manure_store_pile,livestock_manure_store_enclosed,livestock_manure_biodigester,livestock_manure_fuel,livestock_manure_sell,livestock_manure_dispose,generated_note_name_636,grow_crops,generated_note_name_642,crops,crop_count,crops_other1,crops_other2,crops_other3,crops_notimportant,farm_planning_who,veg_count,fruit_count,fodder_count,crop_repeat_count,use_fertilisers,fertiliser_crops,fertiliser_amount,fertiliser_units,fertiliser_type,fertiliser_units_other,fertiliser_type_other,use_manure_compost,manure_compost_crops,land_irrigated,Irrigation_crops,Irrigation_months,manage_trees,tree_uses,tree_uses_other,use_legumes_fertility,agroforestry,generated_note_name_750,gather_wildfoods,wildfoods,wildfood_collect_when,wildfood_importance,wildfood_amount,generated_note_name_764,foodshortagetime,foodshortagetime_months_which,food_worst_month,food_best_month,generated_note_name_773,generated_note_name_774,HFIAS_9,HFIAS_8,HFIAS_7,HFIAS_6,HFIAS_5,HFIAS_4,HFIAS_3,HFIAS_2,HFIAS_1,generated_note_name_787,generated_note_name_788,Grains_roots_tubers,GrainsRootsTubers_good_season,GrainsRootsTubers_bad_season,GrainsRootsTubers_last_month,GrainsRootsTubers_ind24h,GrainsRootsTubers_source,GrainsRootsTubers_source_good,GrainsRootsTubers_source_bad,GrainsRootsTubers_source_last_month,Legumes,Legumes_good_season,Legumes_bad_season,Legumes_last_month,Legumes_ind24h,Legumes_source,Legumes_source_good,Legumes_source_bad,Legumes_source_last_month,Nuts_Seeds,Nuts_Seeds_good_season,Nuts_Seeds_bad_season,Nuts_Seeds_last_month,Nuts_Seeds_ind24h,Nuts_Seeds_source,Nuts_Seeds_source_good,Nuts_Seeds_source_bad,Nuts_Seeds_source_last_month,Veg_Leafy,Veg_Leafy_good_season,Veg_Leafy_bad_season,Veg_Leafy_last_month,Veg_Leafy_ind24h,Veg_Leafy_source,Veg_Leafy_source_good,Veg_Leafy_source_bad,Veg_Leafy_source_last_month,VitA_Veg_Fruit,VitA_Veg_Fruit_good_season,VitA_Veg_Fruit_bad_season,VitA_Veg_Fruit_last_month,VitA_Veg_Fruit_ind24h,VitA_Veg_Fruit_source,VitA_Veg_Fruit_source_good,VitA_Veg_Fruit_source_bad,VitA_Veg_Fruit_source_last_month,Vegetables,Vegetables_good_season,Vegetables_bad_season,Vegetables_last_month,Vegetables_ind24h,Vegetables_source,Vegetables_source_good,Vegetables_source_bad,Vegetables_source_last_month,Fruits,Fruits_good_season,Fruits_bad_season,Fruits_last_month,Fruits_ind24h,Fruits_source,Fruits_source_good,Fruits_source_bad,Fruits_source_last_month,Meat,Meat_good_season,Meat_bad_season,Meat_last_month,Meat_ind24h,Meat_source,Meat_source_good,Meat_source_bad,Meat_source_last_month,Eggs,Eggs_good_season,Eggs_bad_season,Eggs_last_month,Eggs_ind24h,Eggs_source,Eggs_source_good,Eggs_source_bad,Eggs_source_last_month,Milk_Dairy,Milk_Dairy_good_season,Milk_Dairy_bad_season,Milk_Dairy_last_month,Milk_Dairy_ind24h,Milk_Dairy_source,Milk_Dairy_source_good,Milk_Dairy_source_bad,Milk_Dairy_source_last_month,generated_note_name_913,aidreceived,giftsreceived,aidtypes,aid_other,aid_food_amount,gifttypes,gift_other,gift_food_amount,generated_note_name_936,offfarm_incomes_any,offfarm_incomes,offfarm_incomes_count,offfarm_incomes_other,offfarm_income_repeat_count,offfarm_income_proportion,spending_Off_farm_income,spending_On_farm_income,generated_note_name_976,PPI_1,PPI_2,PPI_3,PPI_4,PPI_5,PPI_6,PPI_7,PPI_8,PPI_9,PPI_10,generated_note_name_992,respondent_comments,GPS_latitude,GPS_longitude,_GPS_altitude,_GPS_precision,Additional_respondents,quality_rapport,quality_reliability,end_time_user,endtime_auto,endtime_calculated,notes,instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index,_tags,_notes,_version,RegionName,DistrictID,DistrictName,FarmerGender,FarmerDistrict,FarmerItmYearStart,FarmerItmNumberLastYear,FarmerHerdMobileYn,FarmerCroppingYn,FarmerCatCode,FarmerCat,cattle_tlu,goat_tlu,sheep_tlu,pig_tlu,poultry_tlu,rabbit_tlu,equine_tlu,tot_tlu,milksellshr,prodsysmlk,ItmYearFirst,ItmYearLast,FarmerItmStat,VaccFrmrItmCnt,VaccItmStat,FarmerCatComb
11:20:00.000+03,8/16/17,357947074449845,2017-09-07T11:57:56.494+03,15:04:24,201708261149.0,Tanzania,000_TZS,'000 TZS,1,2156,1,1061509,Songea,,,"pastoralist_non-itm, inactive vaccinator",,1 to 5,,herd_1_5,2017.0,,,0,,,Y,,,Y,,,Jeremiah Karigo is the vaccinator Mashanene retired,,Y,F,Y,,couple,none,35.0,53.0,primary,1,0,0,1,1,1,1,2,,own_land,20.0,0.0,5.0,acres,Male,,,,,,,20.0,acres,,Household Hire_labour,flat slope,Y,no_grazing,,,jan feb aug sep oct nov dec,,,Y,cattle,5,,,,Y,4,goats sheep chicken_poultry,,,,,,,,,13.0,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,use,,,,,,,,,,,,,N,,,,,,N,,,,,,,,,,,,,Y,,beans,1.0,,,,beans banana potato onion tomato,,0.0,2.0,0.0,3.0,N,,,,Urea DAP SA CAN,,,Y,,N,rice,,N,Timber Land_benefits,,Rotation,N,,N,,,,,,N,,,jul,,,never,monthly,never,,,never,,never,never,,,,,,daily,Y,,,bought,on-farm bought,,,,,N,,on-farm,,bought,,,,weekly,Y,,,bought,bought,,,,,Y,,on-farm bought,,on-farm,,,monthly,weekly,N,,,,bought,,,monthly,,Y,,bought Free,on-farm bought,on-farm bought,,,,weekly,N,,,bought,bought,,,,weekly,N,,,,bought,,,never,weekly,N,,,,on-farm bought,,daily,,daily,N,,,,on-farm,,N,N,,,,,,,,N,,,,2.0,,food possessions invest_people,food possessions invest_farm invest_people,,11,3,0,6,0,0,4,4.0,0.0,12,,"A farmer suggested that animal vaccine should be provided on time
Need  regular visiting by local vet ",-3.4,34.9,1688,4.5509996,1,medium,3,13:36:00.000+03,2017-09-08T20:00:35.306+03,23:28:59,He was motivated to vaccinate his cattles by his relatives in the area,uuid:76a10410-71b9-4e79-af99-169689e4fe60,332019,677e7a20-149e-4e65-a55c-9056aa9a03d9,2017-12-06T03:31:34,749,,-1,,,20170722,Mbeya,124.0,Rungwe,K,Bukombe,,0,Y,Y,8,DITM,1.0,1.631082475,0.0,0.0,0.252982213,0.0,0.0,18.21478988,Little,dairy,0,2016,inactive,8,active,4
10:45:00.000+03,8/17/17,357947074449894,2017-07-28T11:27:58.486+03,09:44:05,201712051231.0,Tanzania,000_TZS,'000 TZS,16,2005,1,3258101,,,,pastoralist_long-term,,1 to 5,,herd_21_50,1997.0,,,0,,0.0,Y,,,Y,,,,,Y,F,Y,,couple,none,55.0,55.0,illiterate,1,2,3,2,3,1,1,0,,own_land,40.0,0.0,0.0,acres,Male,,,,,,,8.0,acres,,Household Hire_labour,flat,Y,others_land_close,N,,,,,Y,cattle,2,,,,Y,1,chicken_poultry,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,N,,,,,,,,,,,,,N,,banana,2.0,,,,,Male,2.0,1.0,0.0,1.0,N,,,,,,,N,maize beans,N,,,Only_felling,Food,,No_dont_grow,N,,Y,,,,,,N,,,jul,,,monthly,never,never,never,never,never,never,never,never,,,,daily,,daily,Y,,,,on-farm bought,,,,daily,N,,bought,,on-farm bought,,never,,weekly,N,,,,bought,,,weekly,daily,N,,,,on-farm bought,,,,monthly,N,,,,,,,,,Y,,,bought Free,bought,,monthly,,,N,,,,,,,,daily,Y,,,,bought,,,monthly,never,N,,,,bought,,,,daily,N,,,,on-farm,,N,N,,,,,,,,N,,,,,UnderHalf,food possessions,food possessions,,5,3,13,6,9,15,4,4.0,4.0,12,,A farmer didn't  know more  about ECF ,-7.8,34.9,1116,4.5509996,1,medium,4,14:37:00.000+03,2017-11-27T22:30:58.958+03,15:39:47,No comment,uuid:a77a21f1-3337-445d-8476-d6e71c946218,458249,8db3c617-54f9-4a5d-98a3-74f1734caaea,2017-09-12T17:40:07,450,,-1,,,20170722,Manyara,135.0,Nkasi,F,KILOLO,0.0,1,Y,Y,5,dairy_long-term,37.15401652,0.0,0.0,0.0,0.632455532,0.0,0.0,8.748598927,Most,dairy,0,2017,inactive,0,active,2
08:05:00.000+03,8/25/17,357947074449837,2017-08-25T10:09:44.722+03,10:03:11,201708281528.0,Tanzania,000_TZS,'000 TZS,1,3234,1,3146203,KAGERA,,Ifwenkenya/  Songwe district,,,1 to 5,,herd_1_5,2007.0,,,2,,,N,,,Y,,,,,Y,M,Y,,couple,none,54.0,29.0,secondary,1,0,1,0,1,4,1,0,,own_land,10.0,0.0,0.0,acres,Male,,,acres,,,,25.0,acres,,Hire_labour,flat slope,Y,own_land others_land_close common_land_close,,,,,,Y,cattle goats sheep other1,1,,,,Y,1,goats sheep chicken_poultry,,🐕,,,,,,,47.0,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other_family_female,,,,,,,N,,,,,,N,,,,store_enclosed,,,,,,,,,Y,,maize rice,1.0,,,,cowpea mango millet beans,Male Female,3.0,1.0,0.0,1.0,Y,,,,,,,Y,maize,N,,may jun jul aug,Y,Fuel Land_benefits,,Intercrop,,,N,,,,Little,,N,,,aug,,,never,never,never,never,never,,never,never,,,,,,weekly,daily,Y,,,,on-farm bought,,,,weekly,Y,,on-farm bought Free,,bought,,,monthly,monthly,N,,,,bought,,,,daily,Y,,,,bought,,,never,never,N,,,,bought,,,daily,,Y,,,,bought,,weekly,monthly,weekly,N,,,,bought,,,,weekly,Y,,,,on-farm bought,,,monthly,never,Y,,on-farm,,bought,,,monthly,,Y,,on-farm,,on-farm,,N,N,,,Half,,,,,Y,,,,,,food possessions invest_farm invest_people,food possessions invest_farm invest_people,,2,3,13,6,0,0,4,4.0,4.0,12,,A farmer requesting for more regular visitation by local vet to help in the detecting some animal diseases affecting cattles and how to take care of it,-3.4,32.2,1657,4.5509996,1,medium,5,16:12:00.000+03,2017-08-27T20:48:49.315+03,18:56:18,,uuid:a57cbc5a-5aa6-4491-bee4-8280c2f0dfed,444335,a2d41a13-2aec-4b07-890c-4354e7f8c71e,2017-08-20T15:04:21,508,,-1,,,20170722,Mbeya,135.0,Mbarali,,KAGERA,,1,N,Y,1,pastoralist_just-starting,1.252982213,34.04884667,0.0,0.0,0.822192192,0.0,0.0,13.55279563,Half,dairy,0,2017,inactive,12,inactive,3
08:36:00.000+03,8/30/17,357947074449795,2017-08-15T17:29:04.751+03,09:55:42,201711180958.0,Tanzania,000_TZS,'000 TZS,26,2111,1,3253519,,,,,,50 plus,,,2017.0,,,1,,1.0,N,,Y,Y,,,,,Y,M,Y,,couple,none,40.0,36.0,secondary,1,3,1,2,1,1,1,0,,own_land,16.0,0.0,0.0,acres,Female,,,,,,,9.5,acres,,Household,flat,N,own_land others_land_close,N,,,,,Y,cattle,1,,,,Y,1,goats sheep,,,,,,,,,7.0,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,week,,,,,,,,,,N,,,,,,N,,,,,,N,,,,soil_direct,,,,,,,,,Y,,maize,1.0,,,,,Male,3.0,2.0,0.0,,Y,,,,,Bags for each 50 kg,,Y,maize tomato,N,,,Only_felling,,,Intercrop,N,,N,,,,,,N,,feb,may,,,daily,monthly,never,never,monthly,never,never,,,,,,,daily,daily,Y,,,,on-farm,,daily,,daily,Y,,,,,,,,monthly,N,,,,bought,,,,daily,Y,,,bought Free,bought,,,,monthly,Y,,,,bought,,,,daily,N,,,,on-farm,,,,weekly,N,,,,,,daily,monthly,monthly,N,,,,,,,,never,Y,,,,on-farm bought Free,,,,daily,N,,,,on-farm,,N,N,,,,,,,,N,,,,1.0,,,food possessions invest_people,,5,3,13,6,0,15,0,4.0,0.0,12,,,-10.6,38.5,1765,4.5509996,1,medium,3,11:20:00.000+03,2017-08-21T07:42:01.551+03,23:51:12,,uuid:89e2deac-7158-46e9-9217-b68fc93fa11c,279635,997a7db6-dedd-49d8-bd87-1d2ecc545cab,2017-12-07T11:14:39,155,,-1,,,20170722,Iringa,37.0,Bukombe,M,KAGERA,0.0,0,N,Y,5,Dairy Just Start,31.5017624,26.91286084,0.0,0.0,0.316227766,0.0,0.0,1.520429192,Most,pstrl,2016,2008,inactive,2,inactive,3
07:30:00.000+03,9/6/17,357947074449837,2017-11-20T09:32:57.975+03,12:53:21,201708111036.0,Tanzania,000_TZS,'000 TZS,21,3088,1,2146814,KAGERA,,,,,1 to 5,,,0.0,,,1,,0.0,Y,,,Y,,,,,Y,M,Y,,couple,none,44.0,47.0,literate,0,2,2,1,3,1,1,0,,own_land,3.0,0.0,0.0,acres,Male,,,,,,,20.0,acres,,Household Hire_labour,flat,Y,no_grazing,N,,jan feb mar apr may jun jul aug sep oct nov dec,,,Y,cattle,3,,,,N,3,,,Dogs,,,,,,,20.0,,,,,,,,N,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,N,,,Male,soil_direct,,,,All,,,,,Y,,maize rice,,,,,,Male Female,2.0,2.0,0.0,2.0,,,,,,,,N,maize beans banana potato tomato other1 other2,,,,N,,,Intercrop,,,N,,,not_important,,,N,,,mar,,,never,never,never,never,never,never,never,,never,,,,,,daily,Y,,,bought,on-farm,,,daily,,N,,,bought,bought,,,never,monthly,Y,,,,on-farm,,,never,weekly,Y,,,,bought,,,,,Y,,,,bought,,,,weekly,Y,,,,bought,,,,,Y,,,,on-farm Free,,weekly,monthly,daily,Y,,,,bought,,never,,daily,,,,,on-farm,,,weekly,daily,Y,,,,on-farm,,N,Y,,,,,,,,Y,rentequipment other,,,,,food possessions invest_farm invest_people,food possessions invest_farm invest_people,,5,5,6,6,0,15,4,4.0,4.0,12,,The price of animal medicines and treatments should be reduced so as farmers they can afford ,-6.8,36.0,1170,4.5509996,1,easy,4,12:01:00.000+03,2017-12-03T13:12:28.365+03,23:44:57,She needs more education on ITM she is ready to do it to the cattle,uuid:664dea06-fe60-460e-985c-5acfc2013754,297057,89be6a6a-e4a7-43d5-8bfc-4cc5704cd3c0,2017-08-20T15:44:42,939,,-1,,,20170722,Manyara,85.0,Bagamoyo,M,Simanjiro,0.0,2,Y,Y,4,dairy_long-term,3.171916955,0.0,0.0,0.0,0.948683298,0.0,0.0,377.2374436,Most,dairy,0,2016,long-term,6,active,1
,8/29/17,357947074465031,2017-08-09T11:27:54.688+03,17:44:44,201711281451.0,Tanzania,000_TZS,'000 TZS,13,1053,1,3197812,KAGERA,,,dairy_just-starting,,50 plus,,herd_1_5,2017.0,,,35,,,N,,N,Y,,N,,,Y,M,Y,,couple,none,45.0,,primary,0,5,1,0,1,1,1,0,,own_land,,0.0,0.0,acres,Male Female,,,,,,,20.0,acres,,Hire_labour,flat,Y,own_land common_land_close,N,,,,,Y,cattle,1,,,,Y,4,other1,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,N,,,,store_enclosed,,,,,,,,,Y,,maize,1.0,,,,,Male Female,,0.0,0.0,1.0,N,,,,,,,Y,tomato,,,,Y,,,No_dont_grow,N,,N,,,,,,N,,,aug,,,never,never,never,never,never,,never,never,never,,,,,,daily,Y,,bought,,,,weekly,,,N,,on-farm,,,,,,weekly,N,,,,bought,,daily,,daily,Y,,,,on-farm,,,never,monthly,N,,,,bought,,,,daily,Y,,on-farm bought Free,,,,,,never,N,,,,bought,,,never,daily,N,,,,on-farm bought,,monthly,,never,N,,,,on-farm,,,,monthly,Y,,,,,,N,N,,,,,,,,N,gov_institution,,,1.0,UnderHalf,,food invest_people,,2,0,0,6,0,0,4,4.0,4.0,a0,,,-3.4,33.3,1078,4.5509996,1,medium,4,,2017-09-11T22:54:34.780+03,19:26:34,No comments,uuid:857ef8b3-0152-4df9-8551-fa18fbe655e7,288755,f0118c97-6c76-4b5f-80da-773f8dedeb9b,2017-07-31T13:31:32,215,,-1,,,20170722,Mbeya,37.0,Mbulu,M,Kiteto,,0,N,Y,5,dairy_long-term,1.0,0.0,0.0,0.0,1.106797181,0.0,0.0,12.03009047,Half,dairy,0,2012,long-term,12,inactive,1
14:17:00.000+03,7/31/17,357947074464794,2017-09-07T11:31:22.606+03,11:57:35,201709051102.0,Tanzania,000_TZS,'000 TZS,5,3147,1,2111206,Longido,,,,,1 to 5,,,,,,1,,,Y,,,Y,,,,,Y,M,Y,,couple,none,47.0,40.0,primary,1,3,3,1,0,1,0,25,,own_land,,0.0,0.0,acres,Male Female,,,,,,,9.5,acres,,Hire_labour,flat slope,Y,no_grazing,N,,,,,Y,cattle,2,,,,Y,1,goats sheep chicken_poultry,,,,,,,,,24.0,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,5.0,,N,,,,,,,,,,,,,Y,,maize,3.0,,,,cowpea rice ground_nut,Male Female,2.0,3.0,2.0,2.0,N,,,kg,,,,Y,,N,,,N,,,,Y,,N,fruits honey,,,,,N,,jun,aug,,,weekly,never,never,,,monthly,,monthly,never,,,,,daily,daily,Y,,on-farm bought,,on-farm,,,monthly,weekly,Y,,on-farm,,bought,,,,monthly,N,,,,bought,,,,weekly,Y,,,,,,,,monthly,Y,,bought,,bought,,,,,Y,,,,bought,,monthly,monthly,weekly,Y,,,,bought,,weekly,daily,weekly,Y,,bought,,bought Free,,,,weekly,N,,,,on-farm,,,never,daily,Y,,,on-farm,on-farm,,N,N,,,,,,,,N,,,,1.0,UnderHalf,food possessions invest_farm invest_people,food possessions invest_farm invest_people,,0,0,13,6,9,0,4,4.0,4.0,12,,,-2.9,35.4,2020,4.5509996,1,easy,4,,2017-08-14T10:22:46.532+03,11:40:07,,uuid:3abb675c-ad6c-4f45-8146-846fce5b74cc,297073,2777890f-1514-476a-acaf-e34274f1adcf,2017-12-04T10:50:22,474,,-1,,,20170722,Kagera,,Monduli,M,MBARALI,0.0,1,Y,N,5,DairyLongTerm,13.29257577,0.0,0.0,0.0,1.58113883,0.0,0.0,45.22650978,UnderHalf,dairy,2013,2016,long-term,7,inactive,4
11:23:00.000+03,8/21/17,357947074450462,2017-08-24T09:09:25.636+03,10:41:30,201711251216.0,Tanzania,000_TZS,'000 TZS,13,1076,1,2063710,Ileje,,,,,1 to 5,,herd_50_plus,0.0,,,0,,0.0,Y,,,Y,,,,,Y,F,N,,couple,none,45.0,50.0,primary,0,0,1,2,1,0,1,1,,own_land,8.0,0.0,0.0,acres,Male,,,,,,,2.0,acres,,Household,flat,Y,no_grazing,,,,,,Y,cattle,1,,,,,3,,,,,,,,,5.0,,,,,,,,25.0,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,,,N,,,,,,N,,,,soil_direct,,,,,,,,,Y,,maize,1.0,,,,,Male Female,3.0,1.0,0.0,1.0,Y,,,kg,,,,Y,,N,,,Y,,,No_dont_grow,N,,N,,,regular,,,N,,,,,,never,never,never,never,never,never,never,never,never,,,,daily,weekly,daily,Y,,,,on-farm,,,monthly,,N,,bought,,bought,,,,weekly,N,,bought,,bought,,,,daily,Y,,,bought,bought,,,,,N,,,,on-farm bought,,,,weekly,Y,,,,on-farm,,weekly,,,N,,,,on-farm bought,,,,daily,Y,,,,on-farm,,,,weekly,N,,on-farm,,on-farm,,,,daily,Y,,,,,,N,N,,,,,,,,N,,2.0,,,,,food possessions invest_farm invest_people,,28,3,13,6,0,15,4,4.0,4.0,a0,,,-6.9,36.4,1212,4.5509996,1,medium,4,09:46:00.000+03,2017-08-27T08:39:17.468+03,09:06:38,"BQ,FMD and lump skin disease is a big threat in this area especial february.",uuid:df7f23db-8908-4b7c-84d4-4940ed045bd1,333218,a02f3541-9e23-4d99-a32d-50d00182a127,2017-12-07T10:57:02,654,,-1,,,20170722,Geita,25.0,Tabora Urban,M,Chato,2017.0,0,Y,Y,8,"dairy_non-itm, inactive vaccinator",1.252982213,4.485476806,0.0,0.0,0.474341649,0.0,0.0,28.49866153,Most,dairy,0,2017,inactive,6,active,4
11:05:00.000+03,11/25/17,357947074465049,2017-09-11T14:07:49.142+03,10:12:11,201711171226.0,Tanzania,000_TZS,'000 TZS,1,3218,1,3088801,KAGERA,,Bagamoyo/ zinga,pastoralist_long-term,,50 plus,,herd_50_plus,2016.0,,,2,,,N,,,Y,,,,,Y,M,Y,married_to,couple,none,37.0,30.0,primary,0,2,3,1,3,0,1,0,,own_land,,0.0,0.0,acres,Male Female,,,acres,,,,17.0,acres,,Household,slope,Y,no_grazing,N,,,,,Y,cattle,4,,,,Y,1,,,🐕,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,other,,,,,,,,,,,,,,,,,,,Female,,,,,,,N,,,,,,N,,,,store_enclosed,,,,,,,,,Y,,maize millet rice ground_nut potato,1.0,,,,,Male,0.0,1.0,0.0,1.0,Y,potato onion tomato,,,,,,Y,maize millet beans banana,Y,,,Y,,,Intercrop,Y,,N,,,,,,N,,,,,,never,weekly,never,,never,never,never,never,never,,,,daily,,daily,Y,,on-farm,,on-farm,,,,weekly,Y,,,,bought,,daily,,,Y,,,,bought,,daily,,daily,N,,bought Free,,on-farm,,,,monthly,Y,,,,bought,,,,,,,,,bought,,,,,N,,bought,,on-farm bought,,monthly,,weekly,N,,on-farm bought,,,,never,,,Y,,,,bought,,,,monthly,N,,,,bought,,N,N,,,,,,,,N,,1.0,,1.0,UnderHalf,food possessions invest_farm invest_people,food possessions invest_farm invest_people,,5,3,0,6,0,0,4,4.0,0.0,12,,,-5.3,36.4,1396,4.5509996,1,medium,3,09:55:00.000+03,2017-12-03T22:36:09.930+03,13:45:17,,uuid:efb652f3-b026-429e-983e-9bf6b4af36db,331180,6a44fe5d-9b13-4f1f-a540-ffcb576a8990,2017-09-10T21:14:08,348,,-1,,,20170722,Geita,72.0,Itilima,M,Mbogwe,,1,Y,Y,3,DITM,8.314229996,0.0,0.0,3.588837075,0.948683298,0.0,0.0,305.43026160000005,Most,dairy,0,0,inactive,0,inactive,7
11:10:00.000+03,8/28/17,357947074449795,2017-08-25T11:41:47.852+03,14:20:48,201711181019.0,Tanzania,000_TZS,'000 TZS,27,3155,1,3146303,Mufindi,,,"pastoralist_non-itm, active vaccinator",,1 to 5,,herd_1_5,0.0,,,3,,50.0,Y,,,Y,,,,,Y,M,Y,,couple,none,25.0,41.0,secondary,1,2,1,1,0,1,1,0,,own_land communal_land,5.0,0.0,0.0,acres,Male,,,,,,,350.0,acres,,Household Hire_labour,flat slope,N,no_grazing,,,,,,Y,cattle,1,,,,Y,2,,,,,,,,,,24.0,,,,,,,,N,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,N,,,,soil_direct,,,,,,,,,Y,,,1.0,,,,onion,Other_family_female,2.0,3.0,0.0,2.0,N,,,kg,,,,Y,,N,,,N,Food,Clearing land,,N,,N,,,,,,N,,,sep,,,never,never,monthly,never,never,never,never,never,,,,,daily,,daily,Y,,,bought,on-farm,,,weekly,,Y,,,,bought,,,,weekly,N,,,,bought,,daily,daily,daily,N,,,,bought,,,,daily,N,,,,bought,,daily,weekly,daily,Y,,,,bought,,,,never,N,,bought Free,,,,daily,,weekly,N,,,,,,daily,,monthly,N,,,,on-farm,,,,daily,N,,,bought,on-farm,,N,N,,,,,,,,N,,,,1.0,,possessions invest_farm,food possessions invest_farm invest_people,,11,3,6,6,0,0,4,0.0,4.0,a0,,,-1.6,32.5,1087,4.5509996,2,medium,4,,2017-08-05T20:33:10.377+03,18:05:19,,uuid:62202b0a-797c-43a6-9323-af6c0e9f93cc,447832,aeffaead-1a85-4a5c-a228-b1215ffbc44b,2017-11-23T14:19:34,701,,-1,,,20170722,Arusha,124.0,Bukombe,M,CHUNYA,2014.0,1,N,Y,1,pastoralist_long-term,246.3933375,0.0,0.0,0.0,0.0,0.0,1.028678555,1.713354396,UnderHalf,dairy,0,0,inactive,14,active,5
