start_time_user,date_user,deviceid,starttime_auto,starttime_calculated,date_time,country,local_currency,currency_label,RegionID,VaccID,priority_backup,HouseholdID,FarmerLocation,farmer_location,farmer_location_new,FarmerCat1,Categorisation,HerdSizeCat,herd_size_cat,herd_size_cat_new,ItmStartYear,itm_start_year,ItmStartYearNew,ItmLastYearNumber,itm_last_year_number,ItmLastYearNumberNew,HerdMobileYN,herd_mobile,HerdMobileYnNew,CroppingYN,cropping_yn,cropping_yn_new,NoteUpdateBackInfo,agreement,participation,respondentsex,respondent_is_head,household_position,household_type,work_away,age_malehead,age_femalehead,education_level,children_under_4,children_4to10,males11to24,females11to24,males25to50,females25to50,malesover50,femalesover50,generated_note_name_101,land_tenure,landowned_crop,landowned_grass_enclosed,landowned_grass_open,unitland_owned,land_ownership,areaunits_other_own,landrentin,unitland_rentin,landrentout,unitland_rentout,areaunits_other_rent,landcultivated,unitland,areaunits_other,Farm_labour,land_slope,homegarden,pasture_grazing,pastureland_controldry,pastureland_controlown_when,pastureland_commonland_when,pastureland_awayland_when,generated_note_name_138,livestock_owners,livestock,livestock_count,livestock_other1,livestock_other2,livestock_other3,livestock_stabled,livestock_repeat_count,livestock_notimportant,livestock_notimp_otherpoultry_name,livestock_notimp_other1_name,livestock_notimp_other2_name,livestock_notimp_other3_name,livestock_notimp_cattle,livestock_notimp_sheep,livestock_notimp_goats,livestock_notimp_pigs,livestock_notimp_chicken_poultry,livestock_notimp_rabbits,livestock_notimp_donkeys,livestock_notimp_fish,livestock_notimp_beehives,livestock_notimp_other1,livestock_notimp_other2,livestock_notimp_other3,dairy_products_yn,dairy_products,dairy_products_other,cheese_amount,cheese_units,cheese_time_units,cheese_amount_units_other,cheese_amount_time_units_other,cheese_use,cheese_consumed_amount,cheese_sell_amount,cheese_sold_income,cheese_sold_price_timeunits,butter_amount,butter_units,butter_time_units,butter_amount_units_other,butter_amount_time_units_other,butter_use,butter_consumed_amount,butter_sell_amount,butter_sold_income,butter_sold_price_timeunits,other_dairy_amount,other_dairy_units,other_dairy_time_units,other_dairy_amount_units_other,other_dairy_amount_time_units_other,other_dairy_use,other_dairy_consumed_amount,other_dairy_sell_amount,other_dairy_sold_income,other_dairy_sold_price_timeunits,dairy_products_who_sells,dairy_products_who_control_eating,wool_collect,wool_use,wool_consumed_amount,wool_sell_amount,wool_sold_income,livestock_wool_who_sells,skins_collect,skins_use,skins_consumed_amount,skins_sell_amount,skins_sold_income,livestock_skins_who_sells,rental_collect,rent_out_animals_which,rental_sold_income,livestock_rental_who_sells,livestock_manure,livestock_manure_soil,livestock_manure_store_pile,livestock_manure_store_enclosed,livestock_manure_biodigester,livestock_manure_fuel,livestock_manure_sell,livestock_manure_dispose,generated_note_name_636,grow_crops,generated_note_name_642,crops,crop_count,crops_other1,crops_other2,crops_other3,crops_notimportant,farm_planning_who,veg_count,fruit_count,fodder_count,crop_repeat_count,use_fertilisers,fertiliser_crops,fertiliser_amount,fertiliser_units,fertiliser_type,fertiliser_units_other,fertiliser_type_other,use_manure_compost,manure_compost_crops,land_irrigated,Irrigation_crops,Irrigation_months,manage_trees,tree_uses,tree_uses_other,use_legumes_fertility,agroforestry,generated_note_name_750,gather_wildfoods,wildfoods,wildfood_collect_when,wildfood_importance,wildfood_amount,generated_note_name_764,foodshortagetime,foodshortagetime_months_which,food_worst_month,food_best_month,generated_note_name_773,generated_note_name_774,HFIAS_9,HFIAS_8,HFIAS_7,HFIAS_6,HFIAS_5,HFIAS_4,HFIAS_3,HFIAS_2,HFIAS_1,generated_note_name_787,generated_note_name_788,Grains_roots_tubers,GrainsRootsTubers_good_season,GrainsRootsTubers_bad_season,GrainsRootsTubers_last_month,GrainsRootsTubers_ind24h,GrainsRootsTubers_source,GrainsRootsTubers_source_good,GrainsRootsTubers_source_bad,GrainsRootsTubers_source_last_month,Legumes,Legumes_good_season,Legumes_bad_season,Legumes_last_month,Legumes_ind24h,Legumes_source,Legumes_source_good,Legumes_source_bad,Legumes_source_last_month,Nuts_Seeds,Nuts_Seeds_good_season,Nuts_Seeds_bad_season,Nuts_Seeds_last_month,Nuts_Seeds_ind24h,Nuts_Seeds_source,Nuts_Seeds_source_good,Nuts_Seeds_source_bad,Nuts_Seeds_source_last_month,Veg_Leafy,Veg_Leafy_good_season,Veg_Leafy_bad_season,Veg_Leafy_last_month,Veg_Leafy_ind24h,Veg_Leafy_source,Veg_Leafy_source_good,Veg_Leafy_source_bad,Veg_Leafy_source_last_month,VitA_Veg_Fruit,VitA_Veg_Fruit_good_season,VitA_Veg_Fruit_bad_season,VitA_Veg_Fruit_last_month,VitA_Veg_Fruit_ind24h,VitA_Veg_Fruit_source,VitA_Veg_Fruit_source_good,VitA_Veg_Fruit_source_bad,VitA_Veg_Fruit_source_last_month,Vegetables,Vegetables_good_season,Vegetables_bad_season,Vegetables_last_month,Vegetables_ind24h,Vegetables_source,Vegetables_source_good,Vegetables_source_bad,Vegetables_source_last_month,Fruits,Fruits_good_season,Fruits_bad_season,Fruits_last_month,Fruits_ind24h,Fruits_source,Fruits_source_good,Fruits_source_bad,Fruits_source_last_month,Meat,Meat_good_season,Meat_bad_season,Meat_last_month,Meat_ind24h,Meat_source,Meat_source_good,Meat_source_bad,Meat_source_last_month,Eggs,Eggs_good_season,Eggs_bad_season,Eggs_last_month,Eggs_ind24h,Eggs_source,Eggs_source_good,Eggs_source_bad,Eggs_source_last_month,Milk_Dairy,Milk_Dairy_good_season,Milk_Dairy_bad_season,Milk_Dairy_last_month,Milk_Dairy_ind24h,Milk_Dairy_source,Milk_Dairy_source_good,Milk_Dairy_source_bad,Milk_Dairy_source_last_month,generated_note_name_913,aidreceived,giftsreceived,aidtypes,aid_other,aid_food_amount,gifttypes,gift_other,gift_food_amount,generated_note_name_936,offfarm_incomes_any,offfarm_incomes,offfarm_incomes_count,offfarm_incomes_other,offfarm_income_repeat_count,offfarm_income_proportion,spending_Off_farm_income,spending_On_farm_income,generated_note_name_976,PPI_1,PPI_2,PPI_3,PPI_4,PPI_5,PPI_6,PPI_7,PPI_8,PPI_9,PPI_10,generated_note_name_992,respondent_comments,GPS_latitude,GPS_longitude,_GPS_altitude,_GPS_precision,Additional_respondents,quality_rapport,quality_reliability,end_time_user,endtime_auto,endtime_calculated,notes,instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index,_tags,_notes,_version,RegionName,DistrictID,DistrictName,FarmerGender,FarmerDistrict,FarmerItmYearStart,FarmerItmNumberLastYear,FarmerHerdMobileYn,FarmerCroppingYn,FarmerCatCode,FarmerCat,cattle_tlu,goat_tlu,sheep_tlu,pig_tlu,poultry_tlu,rabbit_tlu,equine_tlu,tot_tlu,milksellshr,prodsysmlk,ItmYearFirst,ItmYearLast,FarmerItmStat,VaccFrmrItmCnt,VaccItmStat,FarmerCatComb
10:54:00.000+03,8/4/17,357947074464364,2017-08-04T10:52:41.078+03,10:52:41,201708041054,Tanzania,000_TZS,'000 TZS,4,3123,1,3123411,BUKOMBE,,,"dairy_non-itm, inactive vaccinator",,1 to 5,,,,,,0,,,N,,,Y,,,,,Y,F,N,married_to,couple,none,45,40,primary,1,4,1,1,1,1,0,0,,own_land,2,0,0.5,acres,Male Female,,,,,,,2,acres,,Household,flat,N,no_grazing,,,,,,Y,cattle pigs,2,,,,Y,2,other1,,Cat,,,,,,,,,,,,2,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,N,,,,soil_direct,,,,,,,,,Y,,maize tomato other1,3,Water Merlon,,,,Male Female,0,0,0,3,N,,,,,,,Y,maize tomato other1,N,,,N,,,No_crop_only,N,,N,,,,,,Y,sep oct nov dec,dec,feb,,,never,never,never,never,never,never,never,never,never,,,,daily,weekly,,Y,,bought,bought,,,daily,weekly,,N,,bought,bought,,,never,never,,N,,bought,bought,,,daily,daily,,Y,,bought,bought,,,daily,never,,N,,bought,bought,,,daily,daily,,Y,,on-farm,on-farm,,,weekly,never,,N,,bought,bought,,,weekly,never,,N,,bought,bought,,,never,never,,N,,bought,bought,,,daily,daily,,Y,,on-farm,on-farm,,,Y,N,Animals,,,,,,,Y,ownbusiness,1,,1,UnderHalf,food possessions,food invest_people,,0,3,0,6,0,15,4,4,4,12,,No Comment,-3.4,31.6,1200,4.5509996,1,medium,4,11:30:00.000+03,2017-08-06T23:28:24.415+03,23:28:24,,uuid:71d0664c-67e7-4882-82e4-49418294991e,280813,71d0664c-67e7-4882-82e4-49418294991e,2017-08-09T07:08:51,135,,-1,,,20170722,Geita,20,Bukombe,F,BUKOMBE,,0,N,Y,4,"dairy_non-itm, inactive vaccinator",3.40678598,0,0,0.299069756,0,0,0,3.705855736,All,dairy,0,0,inactive,0,inactive,4
13:55:00.000+03,8/4/17,357947074464364,2017-08-04T13:55:47.649+03,13:55:47,201708041355,Tanzania,000_TZS,'000 TZS,4,3135,2,3135105,Mbogwe,,,"pastoralist_non-itm, active vaccinator",,21 to 50,,,,,,0,,,N,,Y,Y,,,,,Y,M,Y,,couple,none,32,28,primary,3,4,0,1,1,1,0,1,,own_land,50,0,0,acres,Male,,,,,,,50,acres,,Household Hire_labour,flat,Y,common_land_close,N,,jul aug sep,,,Y,cattle,1,,,,N,1,goats chicken_poultry,,,,,,,20,,30,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,N,,,,,,,,,,,,,Y,,maize beans rice cassava ground_nut,5,,,,,Male Female,1,3,0,5,N,,,,,,,Y,maize,N,,,Y,Food,,No_crop_only,N,,N,,,,,,N,,,mar,,,never,never,never,never,never,never,never,never,never,,,,,,daily,Y,,,,on-farm,,,,daily,Y,,,,on-farm,,,,never,N,,,,bought,,,,daily,Y,,,,on-farm bought,,,,weekly,Y,,,,on-farm bought,,,,daily,Y,,,,bought,,,,weekly,Y,,,,on-farm bought,,,,weekly,Y,,,,on-farm bought,,,,monthly,N,,,,on-farm,,,,daily,Y,,,,on-farm,,N,N,,,,,,,,N,,,,,,,food possessions invest_people,,0,3,0,6,0,0,0,4,4,12,,No Comment,-3.4,31.8,1163,4.5509996,1,medium,4,15:39:00.000+03,2017-08-06T23:28:39.063+03,23:28:39,,uuid:f90da6a8-8455-44ae-9244-92fd5b5b6742,280814,f90da6a8-8455-44ae-9244-92fd5b5b6742,2017-08-09T07:09:01,136,,-1,,,20170722,Geita,20,Bukombe,M,Mbogwe,,0,N,Y,8,"pastoralist_non-itm, active vaccinator",11.82315714,4.077706188,0,0,0.948683298,0,0,16.84954663,Most,dairy,0,0,inactive,0,inactive,4
14:41:00.000+03,8/4/17,357947074464364,2017-08-04T14:41:25.294+03,14:41:25,201708041441,Tanzania,000_TZS,'000 TZS,4,3135,1,3135113,Mbogwe,,,"pastoralist_non-itm, active vaccinator",,50 plus,,,,,,0,,,Y,,,Y,,,,,Y,M,Y,,couple,none,43,40,primary,4,4,0,1,1,1,0,0,,own_land,20,0,0,acres,Male,,,,,,,20,acres,,Household,flat,N,common_land_close,N,,jan,,,Y,cattle,1,,,,N,1,goats sheep,,,,,,6,10,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,N,,,,,,,,,,,,,Y,,maize rice,2,,,,,Male Female,0,2,0,2,N,,,,,,,Y,maize,N,,,Y,Food,,No_crop_only,N,,N,,,,,,N,,,mar,,,never,never,never,never,never,never,never,never,never,,,,,,daily,Y,,,,on-farm,,,,daily,Y,,,,bought,,,,monthly,N,,,,bought,,,,daily,Y,,,,bought,,,,weekly,N,,,,on-farm,,,,daily,Y,,,,bought,,,,weekly,Y,,,,bought,,,,weekly,N,,,,on-farm,,,,never,N,,,,bought,,,,daily,Y,,,,on-farm,,N,N,,,,,,,,N,,,,,,,food possessions invest_people,,0,3,0,6,0,15,4,0,4,12,,No Comment,-3.3,31.8,1171,4.5509996,1,medium,4,15:27:00.000+03,2017-08-06T23:28:51.851+03,23:28:51,No Comment,uuid:e78fb1bc-f462-4a0b-bbbb-48c12bbe109a,280815,e78fb1bc-f462-4a0b-bbbb-48c12bbe109a,2017-08-09T07:09:08,137,,-1,,,20170722,Geita,20,Bukombe,M,Mbogwe,,0,Y,Y,8,"pastoralist_non-itm, active vaccinator",73.09522853,2.038853094,1.223311856,0,0,0,0,76.35739348,All,dairy,0,0,inactive,0,inactive,4
11:22:00.000+03,8/1/17,357947074465049,2017-06-30T02:41:35.042+03,02:41:35,201708011122,Tanzania,000_TZS,'000 TZS,6,3157,2,3157324,Karagwe,,,"dairy_non-itm, active vaccinator",,1 to 5,,herd_1_5,2015,,,3,,1,N,,N,Y,,Y,,,Y,F,N,married_to,woman_single,none,,26,secondary,1,0,0,1,1,0,0,0,,own_land,2,0,0,acres,Male Female,,,,,,,0,acres,,Household,flat,N,no_grazing,,,,,,Y,cattle,1,,,,Y,1,other1,,No other livestock,,,,,,,,,,,,0,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,N,,,,soil_direct,,,,,,,,,Y,,cassava banana,2,,,,potato,Male Female,1,1,0,2,N,,,,,,,Y,banana,N,,,N,,,No_dont_grow,N,,N,,,,,,Y,mar apr may jun jul aug,aug,jan,,,never,never,never,never,never,never,never,never,never,,,,daily,weekly,,Y,,on-farm,on-farm,,,daily,weekly,,Y,,on-farm,bought,,,never,never,,,,bought,bought,,,weekly,never,,N,,on-farm,Free,,,daily,monthly,,N,,Free,bought Free,,,daily,daily,,Y,,bought,bought,,,daily,daily,,Y,,on-farm,on-farm,,,weekly,monthly,,Y,,bought,bought,,,never,never,,N,,bought,bought,,,never,never,,N,,Free,Free,,,N,Y,,,,Food,,Little,,Y,ownbusiness,1,,1,UnderHalf,possessions invest_farm,possessions,,17,5,6,6,0,15,4,0,4,12,,This research are based on ITM vaccination services only or?,-1.9,31.1,1534,4.5509996,1,easy,4,12:16:00.000+03,2017-07-05T14:56:13.252+03,14:56:13,The interview was very participatory and respondent showed very positive response.,uuid:00f4461d-99b3-496a-a26e-22f9ca819083,280816,00f4461d-99b3-496a-a26e-22f9ca819083,2017-08-09T07:10:47,138,,-1,,,20170722,Kagera,37,Muleba,M,Karagwe,2015,3,N,Y,3,"dairy_non-itm, active vaccinator",1,0,0,0,0,0,0,1,Most,dairy,2015,2017,long-term,15,active,1
12:27:00.000+03,8/1/17,357947074465049,2017-06-30T03:46:42.599+03,03:46:42,201708011227,Tanzania,000_TZS,'000 TZS,6,3157,2,3157326,Karagwe,,,"dairy_non-itm, active vaccinator",,1 to 5,,herd_1_5,2014,,,3,,,N,,N,Y,,Y,,,Y,M,Y,,woman_single,none,,23,primary,1,2,1,1,0,0,0,0,,own_land,1.5,0,0,acres,Male Female,,,,,,,1.5,acres,,Household,flat slope,N,no_grazing,,,,,,Y,cattle,1,,,,Y,1,pigs,,,,,,,,1,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,N,,,,soil_direct,,,,,,,,,Y,,coffee banana,2,,,,beans,Male,0,0,1,2,N,,,,,,,Y,banana,N,,,N,,,No_dont_grow,N,,N,,,,,,Y,apr nov dec,nov,feb,,,never,never,never,never,never,never,never,never,never,,,,daily,daily,,Y,,on-farm,on-farm bought,,,daily,weekly,,Y,,on-farm bought,bought,,,never,never,,N,,Free,bought Free,,,daily,weekly,,N,,on-farm bought,bought,,,daily,weekly,,N,,Free,Free,,,daily,daily,,Y,,bought,bought,,,daily,daily,,Y,,on-farm bought,on-farm bought,,,weekly,weekly,,N,,bought,bought,,,monthly,monthly,,N,,bought,bought,,,daily,monthly,,N,,bought,bought,,,N,N,,,,,,,,Y,ownbusiness,1,,1,UnderHalf,food possessions invest_farm invest_people,food possessions invest_people,,11,5,6,6,0,0,0,0,0,12,,No questions,-1.9,31.2,1515,4.5509996,1,easy,1,01:09:00.000+03,2017-07-05T14:56:23.963+03,14:56:23,The interview is good and very participatory,uuid:22da0f17-8ef5-468b-ab34-52e110979882,280817,22da0f17-8ef5-468b-ab34-52e110979882,2017-08-09T07:10:52,139,,-1,,,20170722,Kagera,37,Muleba,K,Karagwe,2014,3,N,Y,3,"dairy_non-itm, active vaccinator",0.252982213,0,0,0.299069756,0,0,0,0.552051969,Most,dairy,2014,2017,long-term,15,active,1
10:03:00.000+03,8/3/17,357947074465049,2017-07-02T01:23:01.648+03,01:23:01,201708031003,Tanzania,000_TZS,'000 TZS,6,3154,1,3154705,KAGERA,,,"pastoralist_non-itm, active vaccinator",,50 plus,,herd_50_plus,,,,0,,,N,,N,Y,,,,,Y,M,Y,,couple,none,32,23,primary,2,0,0,2,1,0,0,0,,own_land,10,0,0,acres,Male,,,,,,,0,acres,,Household Reciprocal,slope,N,common_land_close,N,,jan feb mar apr may jun jul aug sep oct nov dec,,,Y,cattle chicken_poultry,2,,,,Y,2,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,N,,,,sell dispose,,,,,,Most,Half,,N,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,N,,,,,,Y,nov,nov,mar,,,never,never,never,never,never,never,never,never,never,,,,daily,,,Y,,bought,bought,,,daily,daily,,Y,,bought,bought,,,never,never,,N,,bought,bought,,,monthly,monthly,,,,bought,bought,,,monthly,monthly,,N,,bought,bought,,,daily,daily,,Y,,bought,bought,,,weekly,weekly,,N,,bought,bought,,,daily,daily,,Y,,bought,on-farm bought,,,weekly,weekly,,N,,on-farm,on-farm,,,daily,weekly,,Y,,on-farm,on-farm,,,N,N,,,,,,,,N,,,,,,,food possessions invest_people,,14,0,6,6,9,0,4,0,4,a0,,What next after this research?,-2.5,30.9,1572,4.5509996,1,easy,4,11:34:00.000+03,2017-07-05T14:56:03.517+03,14:56:03,The interview is good and very participatory,uuid:0daaece2-8670-400d-8dcf-41f2c485ee13,280818,0daaece2-8670-400d-8dcf-41f2c485ee13,2017-08-09T07:10:58,140,,-1,,,20170722,Kagera,38,Ngara,M,KAGERA,,0,N,Y,7,"pastoralist_non-itm, active vaccinator",281.5982473,0,0,0,0.252982213,0,0,281.8512295,Most,dairy,0,0,inactive,0,inactive,4
12:23:00.000+03,8/3/17,357947074465049,2017-07-02T03:43:17.713+03,03:43:17,201708031223,Tanzania,000_TZS,'000 TZS,6,3154,2,3154703,KAGERA,,,"pastoralist_non-itm, active vaccinator",,50 plus,,,,,,0,,,N,,,Y,,,,,Y,M,Y,,couple,none,61,48,postsecondary,2,0,3,1,1,1,0,1,,own_land,25,0,0,acres,Male Female,,,,,,,20,acres,,Household Hire_labour,slope steep_slope,Y,own_land common_land_close,N,jul aug sep,jan feb mar apr may jun oct nov dec,,,Y,cattle goats sheep chicken_poultry,4,,,,Y,4,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,N,,,,,,N,,,,soil_direct,,,,,,,,,Y,,maize banana,2,,,,coffee,Male Female,5,0,0,2,N,,,,,,,Y,maize coffee banana,N,,,Y,Timber,,Intercrop,N,,N,,,,,,N,,,apr,,,never,never,never,never,never,never,never,never,never,,,,,,daily,Y,,,,on-farm,,,,daily,Y,,,,on-farm,,,,daily,Y,,,,on-farm,,,,daily,Y,,,,on-farm,,,,daily,Y,,,,on-farm,,,,daily,Y,,,,on-farm,,,,daily,Y,,,,on-farm,,,,daily,Y,,,,on-farm bought,,,,daily,Y,,,,on-farm,,,,daily,Y,,,,on-farm,,N,N,,,,,,,,Y,localbusiness,1,,1,UnderHalf,food possessions invest_farm invest_people,food possessions invest_people,,5,3,0,6,9,15,4,0,4,12,,No questions,-2.5,30.8,1540,4.5509996,1,easy,5,13:39:00.000+03,2017-07-05T14:55:50.669+03,14:55:50,Very participatory,uuid:d8ab811a-d600-4f9e-b9e3-ea03d622a9f1,280819,d8ab811a-d600-4f9e-b9e3-ea03d622a9f1,2017-08-09T07:11:04,141,,-1,,,20170722,Kagera,38,Ngara,M,KAGERA,,0,N,Y,7,"pastoralist_non-itm, active vaccinator",144.1556076,12.23311856,2.446623713,0,0.948683298,0,0,159.7840332,Little,pstrl,0,0,inactive,0,inactive,8
10:51:00.000+03,8/4/17,357947074465049,2017-07-03T02:11:07.884+03,02:11:07,201708041051,Tanzania,000_TZS,'000 TZS,4,3123,2,3123412,BUKOMBE,,,"dairy_non-itm, inactive vaccinator",,1 to 5,,,,,,0,,,N,,N,Y,,Y,,,Y,M,N,child,couple,none,47,36,primary,4,4,3,0,1,1,0,0,,own_land,10,0,0,acres,Male Female,,,,,,,0,acres,,Household,flat,N,no_grazing,,,,,,Y,cattle goats pigs chicken_poultry,4,,,,Y,4,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,N,,,,,,N,,,,soil_direct,,,,,,,,,Y,,maize rice cassava,3,,,,,Male Female,0,0,0,3,N,,,,,,,Y,maize,N,,,N,,,No_dont_grow,N,,N,,,,,,Y,jan feb jul aug sep oct nov dec,jan,may,,,never,monthly,daily,,,,,,,,,,daily,weekly,,Y,,on-farm,bought,,,daily,daily,,Y,,bought,bought,,,never,never,,N,,bought,bought,,,weekly,weekly,,Y,,bought,bought,,,daily,daily,,Y,,bought,bought,,,daily,daily,,Y,,bought,bought,,,monthly,monthly,,N,,bought,bought,,,weekly,weekly,,N,,bought,bought,,,never,never,,N,,on-farm bought,bought,,,never,never,,N,,Free,Free,,,N,Y,,,,Food,,Little,,Y,ownbusiness,1,,1,UnderHalf,food possessions invest_people,food possessions invest_people,,0,3,0,6,9,0,0,0,4,12,,So how can we get vaccination?,-3.4,31.6,1192,4.5509996,1,easy,4,11:36:00.000+03,2017-07-05T14:54:56.005+03,14:54:56,Interview is good,uuid:0c8ab96e-8494-4948-a7ef-724610ee7908,280820,0c8ab96e-8494-4948-a7ef-724610ee7908,2017-08-09T07:11:09,142,,-1,,,20170722,Geita,20,Bukombe,F,BUKOMBE,,0,N,Y,4,"dairy_non-itm, inactive vaccinator",0.68173162,0.407770619,0,0.299069756,0.158113883,0,0,1.546685878,Most,dairy,0,0,inactive,0,inactive,4
14:02:00.000+03,8/4/17,357947074465049,2017-07-03T05:18:33.190+03,05:18:33,201708041402,Tanzania,000_TZS,'000 TZS,4,3135,2,3135106,Mbogwe,,,"pastoralist_non-itm, active vaccinator",,21 to 50,,herd_6_20,,,,0,,,N,,N,Y,,Y,,,Y,F,Y,,woman_single,none,,50,primary,2,0,1,0,0,1,0,0,,own_land,6,0,0,acres,Female,,,,,,,6,acres,,Household,flat,N,own_land common_land_away,N,jan feb mar dec,apr may jun jul aug sep oct nov,aug sep oct,,Y,cattle chicken_poultry,2,,,,N,2,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,N,,,,,,,,,,,,,Y,,maize rice,2,,,,cassava ground_nut,Female,0,0,0,2,N,,,,,,,Y,rice,N,,,N,,,No_dont_grow,N,,N,,,,,,Y,jan nov dec,jan,apr,,,never,never,never,never,never,never,never,never,never,,,,daily,daily,,Y,,on-farm,on-farm,,,daily,daily,,Y,,bought,bought,,,never,never,,N,,bought,bought,,,daily,daily,,Y,,bought,bought,,,weekly,weekly,,N,,bought,bought,,,daily,daily,,Y,,bought,bought,,,weekly,weekly,,N,,bought,bought,,,weekly,weekly,,N,,bought,bought,,,monthly,monthly,,N,,on-farm,on-farm,,,daily,daily,,Y,,on-farm,on-farm,,,N,N,,,,,,,,N,,,,,,,possessions invest_people,,17,0,0,6,9,15,0,4,4,12,,How the organisation will help us to deal with diseases?,-3.4,31.8,1188,4.5509996,1,easy,3,,2017-07-05T14:55:06.885+03,14:55:06,Interview was very good and participatory,uuid:6f30d5e7-d106-4c45-8408-31fe147fdd30,280821,6f30d5e7-d106-4c45-8408-31fe147fdd30,2017-08-09T07:11:15,143,,-1,,,20170722,Geita,20,Bukombe,F,Mbogwe,,0,N,Y,8,"pastoralist_non-itm, active vaccinator",19.32869097,0,0,0,0.316227766,0,0,19.64491873,Most,dairy,0,0,inactive,0,inactive,4
16:27:00.000+03,8/4/17,357947074465049,2017-07-03T07:46:59.498+03,07:46:59,201708041627,Tanzania,000_TZS,'000 TZS,4,3135,2,3135111,Mbogwe,,,"pastoralist_non-itm, active vaccinator",,50 plus,,,,,,0,,,N,,N,Y,,Y,,,Y,M,Y,,couple,none,48,42,illiterate,4,4,7,5,1,0,0,2,,own_land,100,0,0,acres,Male Female,,,,,,,0,acres,,Household,flat,N,own_land others_land_close,N,mar apr may jun jul aug sep,,,,Y,cattle goats sheep chicken_poultry donkeys_horses,5,,,,N,5,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,N,,,,,,N,,,,,,,,,,,,,Y,,maize millet rice ground_nut,4,,,,potato,Male Female,0,0,0,4,N,,,,,,,Y,maize,N,,,N,,,No_dont_grow,N,,N,,,,,,Y,sep oct nov,dec,jan,,,never,never,never,never,never,never,never,never,never,,,,daily,daily,,Y,,on-farm,on-farm,,,daily,daily,,Y,,bought,bought,,,never,never,,N,,bought,bought,,,daily,daily,,Y,,bought,bought,,,monthly,monthly,,N,,bought,bought,,,daily,daily,,Y,,bought,bought,,,monthly,monthly,,N,,bought,bought,,,daily,daily,,Y,,on-farm,on-farm,,,monthly,monthly,,N,,on-farm,on-farm,,,daily,daily,,Y,,on-farm,on-farm,,,N,N,,,,,,,,N,,,,,,,food possessions invest_people,,0,3,6,0,9,15,4,4,4,12,,No questions,-3.4,31.8,1161,4.5509996,2,medium,4,,2017-07-05T14:55:22.027+03,14:55:22,,uuid:b53190d9-5f71-4453-b484-37d5e1d6fa19,280822,b53190d9-5f71-4453-b484-37d5e1d6fa19,2017-08-09T07:11:21,144,,-1,,,20170722,Geita,20,Bukombe,M,Mbogwe,,0,N,Y,8,"pastoralist_non-itm, active vaccinator",346.0774402,14.27197166,2.446623713,0,1.58113883,0,1.371571406,365.7487458,All,dairy,0,0,inactive,0,inactive,4
